Date,Product_Name,Category,Unit_Price_NGN,Is_Payday_Period,Season,Is_Promotion,Discount_Percent,Is_Weekend,Is_Holiday,Day_of_Week,Rainfall_Severity,Units_Sold
2024-01-04,Garri 5kg (White),Staples,4000,0,Dry,0,0,0,0,Thursday,Heavy,45
2024-01-04,Beans 5kg (Oloyin),Grains,9500,0,Dry,0,0,0,0,Thursday,None,26
2024-01-04,Cooking Oil 5L,Pantry,12000,0,Dry,0,0,0,0,Thursday,None,28
2024-01-04,Vegetable Oil 1L,Pantry,2800,0,Dry,1,10,0,0,Thursday,None,58
2024-01-04,Palm Oil 4L,Pantry,7500,0,Dry,0,0,0,0,Thursday,None,39
2024-01-04,Powdered Milk 800g,Dairy,5200,0,Dry,0,0,0,0,Thursday,None,41
2024-01-04,Evaporated Milk (Pack 12),Dairy,4800,0,Dry,0,0,0,0,Thursday,Heavy,50
2024-01-04,Sugar 1kg,Pantry,2200,0,Dry,0,0,0,0,Thursday,Light,54
2024-01-04,Milo 500g,Beverages,3800,0,Dry,0,0,0,0,Thursday,None,67
2024-01-04,Tomato Paste (Carton),Pantry,11500,0,Dry,0,0,0,0,Thursday,None,22
2024-01-04,Noodles 1 Case (40s),Staples,9000,0,Dry,1,5,0,0,Thursday,None,88
2024-01-04,Spaghetti 500g (Pack 20),Staples,14000,0,Dry,0,0,0,0,Thursday,None,62
2024-01-04,Sachet Water (10 Bags),Beverages,3500,0,Dry,0,0,0,0,Thursday,Light,119
2024-01-04,Bathing Soap (Pack 6),Toiletries,3200,0,Dry,0,0,0,0,Thursday,None,41
2024-01-04,Washing Powder 900g,Toiletries,2400,0,Dry,1,5,0,0,Thursday,None,53
2024-01-04,Loaf Bread (Large),Bakery,1500,0,Dry,0,0,0,0,Thursday,None,91
2024-01-04,Toothpaste 140g,Toiletries,1200,0,Dry,0,0,0,0,Thursday,None,41
2024-01-05,Rice 50kg (Local),Grains,65000,0,Dry,0,0,0,0,Friday,None,15
2024-01-05,Rice 5kg (Foreign),Grains,8500,0,Dry,0,0,0,0,Friday,None,37
2024-01-05,Garri 5kg (Yellow),Staples,4500,0,Dry,0,0,0,0,Friday,None,56
2024-01-05,Garri 5kg (White),Staples,4000,0,Dry,0,0,0,0,Friday,None,52
2024-01-05,Beans 5kg (Oloyin),Grains,9500,0,Dry,0,0,0,0,Friday,Light,37
2024-01-05,Cooking Oil 5L,Pantry,12000,0,Dry,0,0,0,0,Friday,None,42
2024-01-05,Vegetable Oil 1L,Pantry,2800,0,Dry,0,0,0,0,Friday,None,49
2024-01-05,Palm Oil 4L,Pantry,7500,0,Dry,0,0,0,0,Friday,None,37
2024-01-05,Powdered Milk 800g,Dairy,5200,0,Dry,0,0,0,0,Friday,None,52
2024-01-05,Evaporated Milk (Pack 12),Dairy,4800,0,Dry,0,0,0,0,Friday,None,64
2024-01-05,Sugar 1kg,Pantry,2200,0,Dry,1,20,0,0,Friday,None,63
2024-01-05,Milo 500g,Beverages,3800,0,Dry,0,0,0,0,Friday,None,59
2024-01-05,Tomato Paste (Carton),Pantry,11500,0,Dry,0,0,0,0,Friday,Light,29
2024-01-05,Noodles 1 Case (40s),Staples,9000,0,Dry,0,0,0,0,Friday,None,80
2024-01-05,Spaghetti 500g (Pack 20),Staples,14000,0,Dry,0,0,0,0,Friday,None,56
2024-01-05,Sachet Water (10 Bags),Beverages,3500,0,Dry,0,0,0,0,Friday,None,114
2024-01-05,Bathing Soap (Pack 6),Toiletries,3200,0,Dry,0,0,0,0,Friday,None,45
2024-01-05,Washing Powder 900g,Toiletries,2400,0,Dry,1,10,0,0,Friday,None,54
2024-01-05,Loaf Bread (Large),Bakery,1500,0,Dry,0,0,0,0,Friday,None,93
2024-01-05,Toothpaste 140g,Toiletries,1200,0,Dry,0,0,0,0,Friday,Light,49
2024-01-06,Rice 50kg (Local),Grains,65000,0,Dry,0,0,1,0,Saturday,None,14
2024-01-06,Rice 5kg (Foreign),Grains,8500,0,Dry,0,0,1,0,Saturday,None,54
2024-01-06,Garri 5kg (Yellow),Staples,4500,0,Dry,0,0,1,0,Saturday,None,71
2024-01-06,Garri 5kg (White),Staples,4000,0,Dry,1,20,1,0,Saturday,None,87
2024-01-06,Beans 5kg (Oloyin),Grains,9500,0,Dry,0,0,1,0,Saturday,None,41
2024-01-06,Cooking Oil 5L,Pantry,12000,0,Dry,0,0,1,0,Saturday,Light,36
2024-01-06,Vegetable Oil 1L,Pantry,2800,0,Dry,0,0,1,0,Saturday,None,60
2024-01-06,Palm Oil 4L,Pantry,7500,0,Dry,0,0,1,0,Saturday,None,44
2024-01-06,Powdered Milk 800g,Dairy,5200,0,Dry,0,0,1,0,Saturday,Light,58
2024-01-06,Evaporated Milk (Pack 12),Dairy,4800,0,Dry,0,0,1,0,Saturday,None,86
2024-01-06,Sugar 1kg,Pantry,2200,0,Dry,1,5,1,0,Saturday,None,63
2024-01-06,Milo 500g,Beverages,3800,0,Dry,0,0,1,0,Saturday,Light,80
2024-01-06,Tomato Paste (Carton),Pantry,11500,0,Dry,0,0,1,0,Saturday,None,31
2024-01-06,Noodles 1 Case (40s),Staples,9000,0,Dry,1,20,1,0,Saturday,None,117
2024-01-06,Spaghetti 500g (Pack 20),Staples,14000,0,Dry,0,0,1,0,Saturday,None,72
2024-01-06,Sachet Water (10 Bags),Beverages,3500,0,Dry,0,0,1,0,Saturday,None,139
2024-01-06,Bathing Soap (Pack 6),Toiletries,3200,0,Dry,0,0,1,0,Saturday,None,49
2024-01-06,Washing Powder 900g,Toiletries,2400,0,Dry,0,0,1,0,Saturday,None,60
2024-01-06,Loaf Bread (Large),Bakery,1500,0,Dry,0,0,1,0,Saturday,None,106
2024-01-06,Toothpaste 140g,Toiletries,1200,0,Dry,0,0,1,0,Saturday,None,55
2024-01-07,Rice 50kg (Local),Grains,65000,0,Dry,0,0,1,0,Sunday,None,20
2024-01-07,Rice 5kg (Foreign),Grains,8500,0,Dry,0,0,1,0,Sunday,None,45
2024-01-07,Garri 5kg (Yellow),Staples,4500,0,Dry,0,0,1,0,Sunday,None,65
2024-01-07,Garri 5kg (White),Staples,4000,0,Dry,0,0,1,0,Sunday,None,66
2024-01-07,Beans 5kg (Oloyin),Grains,9500,0,Dry,1,5,1,0,Sunday,Light,44
2024-01-07,Cooking Oil 5L,Pantry,12000,0,Dry,0,0,1,0,Sunday,Light,34
2024-01-07,Vegetable Oil 1L,Pantry,2800,0,Dry,0,0,1,0,Sunday,None,55
2024-01-07,Palm Oil 4L,Pantry,7500,0,Dry,0,0,1,0,Sunday,None,41
2024-01-07,Powdered Milk 800g,Dairy,5200,0,Dry,0,0,1,0,Sunday,None,52
2024-01-07,Evaporated Milk (Pack 12),Dairy,4800,0,Dry,0,0,1,0,Sunday,None,84
2024-01-07,Sugar 1kg,Pantry,2200,0,Dry,0,0,1,0,Sunday,None,62
2024-01-07,Milo 500g,Beverages,3800,0,Dry,1,15,1,0,Sunday,None,96
2024-01-07,Tomato Paste (Carton),Pantry,11500,0,Dry,0,0,1,0,Sunday,None,25
2024-01-07,Noodles 1 Case (40s),Staples,9000,0,Dry,0,0,1,0,Sunday,Light,96
2024-01-07,Spaghetti 500g (Pack 20),Staples,14000,0,Dry,0,0,1,0,Sunday,None,73
2024-01-07,Sachet Water (10 Bags),Beverages,3500,0,Dry,0,0,1,0,Sunday,None,146
2024-01-07,Bathing Soap (Pack 6),Toiletries,3200,0,Dry,0,0,1,0,Sunday,None,45
2024-01-07,Washing Powder 900g,Toiletries,2400,0,Dry,0,0,1,0,Sunday,None,62
2024-01-07,Loaf Bread (Large),Bakery,1500,0,Dry,0,0,1,0,Sunday,None,113
2024-01-07,Toothpaste 140g,Toiletries,1200,0,Dry,0,0,1,0,Sunday,None,55
2024-01-08,Rice 50kg (Local),Grains,65000,0,Dry,0,0,0,0,Monday,None,13
2024-01-08,Rice 5kg (Foreign),Grains,8500,0,Dry,0,0,0,0,Monday,None,36
2024-01-08,Garri 5kg (Yellow),Staples,4500,0,Dry,0,0,0,0,Monday,None,54
2024-01-08,Garri 5kg (White),Staples,4000,0,Dry,1,5,0,0,Monday,Heavy,46
2024-01-08,Beans 5kg (Oloyin),Grains,9500,0,Dry,1,15,0,0,Monday,None,39
2024-01-08,Cooking Oil 5L,Pantry,12000,0,Dry,0,0,0,0,Monday,None,27
2024-01-08,Vegetable Oil 1L,Pantry,2800,0,Dry,0,0,0,0,Monday,None,50
2024-01-08,Palm Oil 4L,Pantry,7500,0,Dry,1,5,0,0,Monday,None,35
2024-01-08,Powdered Milk 800g,Dairy,5200,0,Dry,0,0,0,0,Monday,None,48
2024-01-08,Evaporated Milk (Pack 12),Dairy,4800,0,Dry,1,5,0,0,Monday,None,69
2024-01-08,Sugar 1kg,Pantry,2200,0,Dry,0,0,0,0,Monday,None,48
2024-01-08,Milo 500g,Beverages,3800,0,Dry,0,0,0,0,Monday,None,60
2024-01-08,Tomato Paste (Carton),Pantry,11500,0,Dry,1,15,0,0,Monday,None,26
2024-01-08,Noodles 1 Case (40s),Staples,9000,0,Dry,0,0,0,0,Monday,Light,85
2024-01-08,Spaghetti 500g (Pack 20),Staples,14000,0,Dry,1,15,0,0,Monday,None,70
2024-01-08,Sachet Water (10 Bags),Beverages,3500,0,Dry,0,0,0,0,Monday,None,125
2024-01-08,Bathing Soap (Pack 6),Toiletries,3200,0,Dry,0,0,0,0,Monday,None,41
2024-01-08,Washing Powder 900g,Toiletries,2400,0,Dry,1,5,0,0,Monday,None,57
2024-01-08,Loaf Bread (Large),Bakery,1500,0,Dry,0,0,0,0,Monday,None,91
2024-01-08,Toothpaste 140g,Toiletries,1200,0,Dry,0,0,0,0,Monday,Heavy,35
2024-01-09,Rice 50kg (Local),Grains,65000,0,Dry,0,0,0,0,Tuesday,None,14
2024-01-09,Rice 5kg (Foreign),Grains,8500,0,Dry,1,15,0,0,Tuesday,None,42
2024-01-09,Garri 5kg (Yellow),Staples,4500,0,Dry,0,0,0,0,Tuesday,Light,50
2024-01-09,Garri 5kg (White),Staples,4000,0,Dry,0,0,0,0,Tuesday,None,54
2024-01-09,Beans 5kg (Oloyin),Grains,9500,0,Dry,0,0,0,0,Tuesday,Light,33
2024-01-09,Cooking Oil 5L,Pantry,12000,0,Dry,0,0,0,0,Tuesday,None,38
2024-01-09,Vegetable Oil 1L,Pantry,2800,0,Dry,0,0,0,0,Tuesday,None,51
2024-01-09,Palm Oil 4L,Pantry,7500,0,Dry,0,0,0,0,Tuesday,None,37
2024-01-09,Powdered Milk 800g,Dairy,5200,0,Dry,0,0,0,0,Tuesday,None,46
2024-01-09,Evaporated Milk (Pack 12),Dairy,4800,0,Dry,0,0,0,0,Tuesday,None,69
2024-01-09,Sugar 1kg,Pantry,2200,0,Dry,0,0,0,0,Tuesday,None,56
2024-01-09,Milo 500g,Beverages,3800,0,Dry,0,0,0,0,Tuesday,None,66
2024-01-09,Tomato Paste (Carton),Pantry,11500,0,Dry,0,0,0,0,Tuesday,None,20
2024-01-09,Noodles 1 Case (40s),Staples,9000,0,Dry,0,0,0,0,Tuesday,None,84
2024-01-09,Spaghetti 500g (Pack 20),Staples,14000,0,Dry,0,0,0,0,Tuesday,None,67
2024-01-09,Sachet Water (10 Bags),Beverages,3500,0,Dry,0,0,0,0,Tuesday,None,117
2024-01-09,Bathing Soap (Pack 6),Toiletries,3200,0,Dry,0,0,0,0,Tuesday,None,43
2024-01-09,Washing Powder 900g,Toiletries,2400,0,Dry,0,0,0,0,Tuesday,Heavy,37
2024-01-09,Loaf Bread (Large),Bakery,1500,0,Dry,0,0,0,0,Tuesday,None,88
2024-01-09,Toothpaste 140g,Toiletries,1200,0,Dry,0,0,0,0,Tuesday,None,48
2024-01-10,Rice 50kg (Local),Grains,65000,0,Dry,0,0,0,0,Wednesday,None,17
2024-01-10,Rice 5kg (Foreign),Grains,8500,0,Dry,1,10,0,0,Wednesday,None,44
2024-01-10,Garri 5kg (Yellow),Staples,4500,0,Dry,1,5,0,0,Wednesday,None,64
2024-01-10,Garri 5kg (White),Staples,4000,0,Dry,1,20,0,0,Wednesday,None,74
2024-01-10,Beans 5kg (Oloyin),Grains,9500,0,Dry,0,0,0,0,Wednesday,None,33
2024-01-10,Cooking Oil 5L,Pantry,12000,0,Dry,0,0,0,0,Wednesday,None,32
2024-01-10,Vegetable Oil 1L,Pantry,2800,0,Dry,0,0,0,0,Wednesday,None,48
2024-01-10,Palm Oil 4L,Pantry,7500,0,Dry,0,0,0,0,Wednesday,None,28
2024-01-10,Powdered Milk 800g,Dairy,5200,0,Dry,0,0,0,0,Wednesday,None,45
2024-01-10,Evaporated Milk (Pack 12),Dairy,4800,0,Dry,0,0,0,0,Wednesday,None,73
2024-01-10,Sugar 1kg,Pantry,2200,0,Dry,0,0,0,0,Wednesday,None,48
2024-01-10,Milo 500g,Beverages,3800,0,Dry,0,0,0,0,Wednesday,None,62
2024-01-10,Tomato Paste (Carton),Pantry,11500,0,Dry,0,0,0,0,Wednesday,None,23
2024-01-10,Noodles 1 Case (40s),Staples,9000,0,Dry,0,0,0,0,Wednesday,None,79
2024-01-10,Spaghetti 500g (Pack 20),Staples,14000,0,Dry,0,0,0,0,Wednesday,None,57
2024-01-10,Sachet Water (10 Bags),Beverages,3500,0,Dry,0,0,0,0,Wednesday,None,120
2024-01-10,Bathing Soap (Pack 6),Toiletries,3200,0,Dry,0,0,0,0,Wednesday,None,39
2024-01-10,Washing Powder 900g,Toiletries,2400,0,Dry,0,0,0,0,Wednesday,None,48
2024-01-10,Loaf Bread (Large),Bakery,1500,0,Dry,0,0,0,0,Wednesday,None,90
2024-01-10,Toothpaste 140g,Toiletries,1200,0,Dry,0,0,0,0,Wednesday,None,45
2024-01-11,Rice 50kg (Local),Grains,65000,0,Dry,1,15,0,0,Thursday,None,20
2024-01-11,Rice 5kg (Foreign),Grains,8500,0,Dry,1,10,0,0,Thursday,None,45
2024-01-11,Garri 5kg (Yellow),Staples,4500,0,Dry,1,15,0,0,Thursday,None,72
2024-01-11,Garri 5kg (White),Staples,4000,0,Dry,0,0,0,0,Thursday,None,60
2024-01-11,Beans 5kg (Oloyin),Grains,9500,0,Dry,0,0,0,0,Thursday,Light,32
2024-01-11,Cooking Oil 5L,Pantry,12000,0,Dry,0,0,0,0,Thursday,None,32
2024-01-11,Vegetable Oil 1L,Pantry,2800,0,Dry,0,0,0,0,Thursday,None,50
2024-01-11,Palm Oil 4L,Pantry,7500,0,Dry,0,0,0,0,Thursday,None,32
2024-01-11,Powdered Milk 800g,Dairy,5200,0,Dry,0,0,0,0,Thursday,None,51
2024-01-11,Evaporated Milk (Pack 12),Dairy,4800,0,Dry,0,0,0,0,Thursday,None,64
2024-01-11,Sugar 1kg,Pantry,2200,0,Dry,0,0,0,0,Thursday,None,50
2024-01-11,Milo 500g,Beverages,3800,0,Dry,0,0,0,0,Thursday,None,62
2024-01-11,Tomato Paste (Carton),Pantry,11500,0,Dry,1,5,0,0,Thursday,None,27
2024-01-11,Noodles 1 Case (40s),Staples,9000,0,Dry,0,0,0,0,Thursday,None,80
2024-01-11,Spaghetti 500g (Pack 20),Staples,14000,0,Dry,0,0,0,0,Thursday,None,60
2024-01-11,Sachet Water (10 Bags),Beverages,3500,0,Dry,0,0,0,0,Thursday,None,120
2024-01-11,Bathing Soap (Pack 6),Toiletries,3200,0,Dry,1,5,0,0,Thursday,None,44
2024-01-11,Washing Powder 900g,Toiletries,2400,0,Dry,0,0,0,0,Thursday,None,46
2024-01-11,Loaf Bread (Large),Bakery,1500,0,Dry,0,0,0,0,Thursday,None,95
2024-01-11,Toothpaste 140g,Toiletries,1200,0,Dry,0,0,0,0,Thursday,None,44
2024-01-12,Rice 50kg (Local),Grains,65000,0,Dry,0,0,0,0,Friday,None,9
2024-01-12,Rice 5kg (Foreign),Grains,8500,0,Dry,0,0,0,0,Friday,None,43
2024-01-12,Garri 5kg (Yellow),Staples,4500,0,Dry,1,20,0,0,Friday,None,70
2024-01-12,Garri 5kg (White),Staples,4000,0,Dry,1,15,0,0,Friday,Light,68
2024-01-12,Beans 5kg (Oloyin),Grains,9500,0,Dry,0,0,0,0,Friday,None,37
2024-01-12,Cooking Oil 5L,Pantry,12000,0,Dry,0,0,0,0,Friday,None,33
2024-01-12,Vegetable Oil 1L,Pantry,2800,0,Dry,0,0,0,0,Friday,None,55
2024-01-12,Palm Oil 4L,Pantry,7500,0,Dry,1,5,0,0,Friday,None,37
2024-01-12,Powdered Milk 800g,Dairy,5200,0,Dry,0,0,0,0,Friday,None,49
2024-01-12,Evaporated Milk (Pack 12),Dairy,4800,0,Dry,1,15,0,0,Friday,None,81
2024-01-12,Sugar 1kg,Pantry,2200,0,Dry,0,0,0,0,Friday,None,54
2024-01-12,Milo 500g,Beverages,3800,0,Dry,0,0,0,0,Friday,None,71
2024-01-12,Tomato Paste (Carton),Pantry,11500,0,Dry,0,0,0,0,Friday,Light,21
2024-01-12,Noodles 1 Case (40s),Staples,9000,0,Dry,0,0,0,0,Friday,None,78
2024-01-12,Spaghetti 500g (Pack 20),Staples,14000,0,Dry,0,0,0,0,Friday,Light,63
2024-01-12,Sachet Water (10 Bags),Beverages,3500,0,Dry,0,0,0,0,Friday,None,117
2024-01-12,Bathing Soap (Pack 6),Toiletries,3200,0,Dry,0,0,0,0,Friday,None,38
2024-01-12,Washing Powder 900g,Toiletries,2400,0,Dry,1,15,0,0,Friday,None,63
2024-01-12,Loaf Bread (Large),Bakery,1500,0,Dry,0,0,0,0,Friday,Light,87
2024-01-12,Toothpaste 140g,Toiletries,1200,0,Dry,0,0,0,0,Friday,None,45
2024-01-13,Rice 50kg (Local),Grains,65000,0,Dry,1,5,1,0,Saturday,None,16
2024-01-13,Rice 5kg (Foreign),Grains,8500,0,Dry,0,0,1,0,Saturday,None,46
2024-01-13,Garri 5kg (Yellow),Staples,4500,0,Dry,0,0,1,0,Saturday,None,73
2024-01-13,Garri 5kg (White),Staples,4000,0,Dry,1,20,1,0,Saturday,None,86
2024-01-13,Beans 5kg (Oloyin),Grains,9500,0,Dry,0,0,1,0,Saturday,None,46
2024-01-13,Cooking Oil 5L,Pantry,12000,0,Dry,0,0,1,0,Saturday,None,34
2024-01-13,Vegetable Oil 1L,Pantry,2800,0,Dry,0,0,1,0,Saturday,None,60
2024-01-13,Palm Oil 4L,Pantry,7500,0,Dry,0,0,1,0,Saturday,Light,38
2024-01-13,Powdered Milk 800g,Dairy,5200,0,Dry,0,0,1,0,Saturday,None,51
2024-01-13,Evaporated Milk (Pack 12),Dairy,4800,0,Dry,0,0,1,0,Saturday,None,86
2024-01-13,Sugar 1kg,Pantry,2200,0,Dry,0,0,1,0,Saturday,None,60
2024-01-13,Milo 500g,Beverages,3800,0,Dry,0,0,1,0,Saturday,None,78
2024-01-13,Tomato Paste (Carton),Pantry,11500,0,Dry,0,0,1,0,Saturday,None,30
2024-01-13,Noodles 1 Case (40s),Staples,9000,0,Dry,0,0,1,0,Saturday,None,96
2024-01-13,Spaghetti 500g (Pack 20),Staples,14000,0,Dry,0,0,1,0,Saturday,None,76
2024-01-13,Sachet Water (10 Bags),Beverages,3500,0,Dry,0,0,1,0,Saturday,None,136
2024-01-13,Bathing Soap (Pack 6),Toiletries,3200,0,Dry,0,0,1,0,Saturday,None,49
2024-01-13,Washing Powder 900g,Toiletries,2400,0,Dry,0,0,1,0,Saturday,None,59
2024-01-13,Loaf Bread (Large),Bakery,1500,0,Dry,0,0,1,0,Saturday,None,107
2024-01-13,Toothpaste 140g,Toiletries,1200,0,Dry,1,10,1,0,Saturday,Light,60
2024-01-14,Rice 50kg (Local),Grains,65000,0,Dry,0,0,1,0,Sunday,None,16
2024-01-14,Rice 5kg (Foreign),Grains,8500,0,Dry,0,0,1,0,Sunday,None,46
2024-01-14,Garri 5kg (Yellow),Staples,4500,0,Dry,0,0,1,0,Sunday,None,72
2024-01-14,Garri 5kg (White),Staples,4000,0,Dry,0,0,1,0,Sunday,None,69
2024-01-14,Beans 5kg (Oloyin),Grains,9500,0,Dry,0,0,1,0,Sunday,None,37
2024-01-14,Cooking Oil 5L,Pantry,12000,0,Dry,1,10,1,0,Sunday,None,38
2024-01-14,Vegetable Oil 1L,Pantry,2800,0,Dry,0,0,1,0,Sunday,None,61
2024-01-14,Palm Oil 4L,Pantry,7500,0,Dry,0,0,1,0,Sunday,Light,38
2024-01-14,Powdered Milk 800g,Dairy,5200,0,Dry,0,0,1,0,Sunday,None,52
2024-01-14,Evaporated Milk (Pack 12),Dairy,4800,0,Dry,0,0,1,0,Sunday,None,80
2024-01-14,Sugar 1kg,Pantry,2200,0,Dry,0,0,1,0,Sunday,None,54
2024-01-14,Milo 500g,Beverages,3800,0,Dry,0,0,1,0,Sunday,Light,83
2024-01-14,Tomato Paste (Carton),Pantry,11500,0,Dry,0,0,1,0,Sunday,None,30
2024-01-14,Noodles 1 Case (40s),Staples,9000,0,Dry,0,0,1,0,Sunday,None,99
2024-01-14,Spaghetti 500g (Pack 20),Staples,14000,0,Dry,0,0,1,0,Sunday,None,73
2024-01-14,Sachet Water (10 Bags),Beverages,3500,0,Dry,0,0,1,0,Sunday,None,139
2024-01-14,Bathing Soap (Pack 6),Toiletries,3200,0,Dry,1,15,1,0,Sunday,None,60
